Feature,Gain,Cover,Frequency
`Omics Absolute CN Gene Public 24Q4 CCND3`,1.2612192091502e-06,0.000775471247912193,0.000730994152046784
`Expression Public 25Q3 FOSL1`,1.19024593980419e-06,0.00147140698321801,0.00219298245614035
`Omics Absolute CN Gene Public 24Q4 NF1`,1.17581143072826e-06,0.000497096953789867,0.000730994152046784
`Expression Public 25Q3 EPAS1`,1.15423703746985e-06,0.00246560089079774,0.00219298245614035
`Expression Public 25Q3 RALGDS`,1.11029067555294e-06,0.000755587369760598,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 MRE11`,1.01550971657167e-06,0.000536864710093057,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 ANGPT2`,1.01008171367062e-06,0.000775471247912193,0.000730994152046784
`Expression Public 25Q3 TGFBR2`,9.88978860402453e-07,0.000536864710093057,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 MAFG`,9.7465710316689e-07,0.00167024576473395,0.00219298245614035
`Expression Public 25Q3 INSR`,9.64203934752861e-07,0.000417561441183489,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 U2AF1`,9.55586127581539e-07,0.00167024576473395,0.00146198830409357
`Omics Absolute CN Gene Public 24Q4 DNMT3B`,9.55284035064062e-07,0.000914658394973356,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 E2F3`,9.43692975361247e-07,0.000914658394973356,0.000730994152046784
`Expression Public 25Q3 YAP1`,9.43380652052961e-07,0.000914658394973356,0.00146198830409357
`Omics Absolute CN Gene Public 24Q4 SOX9`,8.52336347320091e-07,0.000755587369760598,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 BLK`,8.49166578348488e-07,0.00165036188658236,0.00146198830409357
`Expression Public 25Q3 CCND1`,7.84039495477817e-07,0.0011333810546409,0.00146198830409357
`Omics Absolute CN Gene Public 24Q4 IL7R`,7.33993735013065e-07,0.000417561441183489,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 GNA13`,7.3090929367869e-07,0.00109361329833771,0.000730994152046784
`Expression Public 25Q3 SOX9`,5.73979903942278e-07,0.00137198759246003,0.00219298245614035
`Omics Absolute CN Gene Public 24Q4 APC`,5.13922959435845e-07,0.00127256820170206,0.00146198830409357
`Omics Absolute CN Gene Public 24Q4 FGFR1`,4.46038749489505e-07,0.000397677563031894,0.000730994152046784
`Expression Public 25Q3 ERBB3`,4.44294968033962e-07,0.00093454227312495,0.00146198830409357
`Expression Public 25Q3 ROS1`,3.97605546378747e-07,0.00127256820170206,0.00146198830409357
`Omics Absolute CN Gene Public 24Q4 TNFAIP3`,3.94730054737199e-07,0.000258490415970731,0.000730994152046784
`Expression Public 25Q3 SHC1`,3.74868466373276e-07,0.00125268432355047,0.00146198830409357
`Expression Public 25Q3 LEF1`,2.964201123515e-07,0.000238606537819136,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 SPOP`,2.74649451318039e-07,0.00103396166388292,0.00146198830409357
`Omics Absolute CN Gene Public 24Q4 TGFBR2`,2.5895843772239e-07,0.000457329197486678,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 HLA-B`,2.52495153391058e-07,0.000715819613457409,0.000730994152046784
`Expression Public 25Q3 ACVR1`,2.49538561418206e-07,0.000735703491609003,0.000730994152046784
`Expression Public 25Q3 MAPK1`,2.47347555862384e-07,0.000278374294122326,0.000730994152046784
`Expression Public 25Q3 HSPG2`,2.39975116568704e-07,0.00127256820170206,0.00146198830409357
`Omics Absolute CN Gene Public 24Q4 ATF3`,2.06219208435887e-07,0.000397677563031894,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 NTRK2`,1.98119264002075e-07,0.00033802592857711,0.000730994152046784
`Expression Public 25Q3 ETV4`,1.92227962581157e-07,0.00141175534876322,0.00146198830409357
`Expression Public 25Q3 RB1`,1.77581093548798e-07,0.000616400222699435,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 CCNT2`,1.39331044126605e-07,0.000695935735305814,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 CASP9`,1.38682108262759e-07,0.000775471247912193,0.000730994152046784
`Expression Public 25Q3 PBRM1`,1.24555277787135e-07,0.000616400222699435,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 ABL2`,1.14298128483106e-07,0.00141175534876322,0.00146198830409357
`Omics Absolute CN Gene Public 24Q4 GSK3B`,9.08925835261264e-08,0.00157082637397598,0.00146198830409357
`Omics Absolute CN Gene Public 24Q4 CASP8`,8.36284467445186e-08,0.000954426151276545,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 FRS2`,8.01352977506056e-08,0.000477213075638273,0.000730994152046784
`Expression Public 25Q3 HLA-A`,7.62022602755164e-08,0.000695935735305814,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 CBL`,7.15663710242572e-08,0.000536864710093057,0.000730994152046784
`Expression Public 25Q3 E2F1`,7.03343333697086e-08,0.000795355126063788,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 CTNNB1`,5.00292597622161e-08,0.000536864710093057,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 PMS2`,4.6777919771886e-08,0.000695935735305814,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 NBN`,4.14398270497771e-08,0.00141175534876322,0.00146198830409357
`Expression Public 25Q3 ETS1`,3.97282210760911e-08,0.000278374294122326,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 FGFRL1`,3.70107316541326e-08,0.000755587369760598,0.000730994152046784
`Expression Public 25Q3 EP300`,3.45122939428351e-08,0.000198838781515947,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 JAK2`,3.42410336718755e-08,0.000576632466396246,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 CXCL8`,2.92962780006311e-08,0.000616400222699435,0.000730994152046784
`Expression Public 25Q3 MYC`,2.76461366998478e-08,0.000576632466396246,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 TEAD3`,2.71115134936286e-08,0.000695935735305814,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 CHEK2`,2.62123495379302e-08,0.000835122882366977,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 HGFAC`,2.47940928407921e-08,0.000735703491609003,0.000730994152046784
`Expression Public 25Q3 ATM`,2.45462470489697e-08,0.000695935735305814,0.000730994152046784
`Expression Public 25Q3 HIP1R`,2.43686069507559e-08,0.000516980831941462,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 CCNE2`,2.42735636146187e-08,0.000516980831941462,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 TCF4`,2.28318635754353e-08,0.000676051857154219,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 RHOA`,2.16419635464836e-08,0.000556748588244651,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 SPTA1`,2.1238180343112e-08,0.000676051857154219,0.000730994152046784
`Expression Public 25Q3 NTRK2`,2.05342584191188e-08,0.000676051857154219,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 TEAD4`,2.03982785984063e-08,0.000377793684880299,0.000730994152046784
`Expression Public 25Q3 BIRC2`,2.02988481002385e-08,0.000457329197486678,0.000730994152046784
`Omics Absolute CN Gene Public 24Q4 ERBB2`,2.01925837535229e-08,0.000715819613457409,0.000730994152046784
